"cap.diameter","cap.shape","gill.attachment","gill.color","stem.height","stem.width","stem.color","season","class"
0.0635593220338983,0.333333333333333,0,0.363636363636364,0.0861187002356343,0.0565984869711404,0.916666666666667,0.515404425791683,"Edible"
0.382944915254237,1,0,0.454545454545455,0.366041857301537,0.25105071448585,1,0.515404425791683,"Poisonous"
0.190148305084746,0.333333333333333,0,1,0.150226319361634,0.170636032502101,0.583333333333333,0.515404425791683,"Edible"
0.205508474576271,0,0.833333333333333,0.454545454545455,0.019491906955731,0.215186326702157,0.916666666666667,0.515404425791683,"Poisonous"
0.375,1,0,0.454545454545455,0.41480786827834,0.355841972541328,0.5,0.515404425791683,"Poisonous"
0.0132415254237288,1,0,1,0.290520916457562,0.00420285794340151,0.916666666666667,0.484595574208318,"Poisonous"
0.85010593220339,0.833333333333333,0.166666666666667,0.454545454545455,0.12243381479283,0.75035023816195,0.75,0.484595574208318,"Poisonous"
0.53125,0.666666666666667,0.666666666666667,0.636363636363636,0.632698555621513,0.903054076772205,0.5,0.484595574208318,"Poisonous"
0.00529661016949153,1,0,1,0.270806997126513,0.00420285794340151,1,0.484595574208318,"Poisonous"
0.0365466101694915,1,0,0.909090909090909,0.305046962280441,0.033342673017652,0.5,0.484595574208318,"Poisonous"
0.359639830508475,1,0.333333333333333,0.636363636363636,0.0309052286737066,0.281591482207901,0.5,0.515404425791683,"Edible"
0.201271186440678,1,0.833333333333333,0.454545454545455,0.0145260458228781,0.191370131689549,0.916666666666667,0.484595574208318,"Poisonous"
0.357521186440678,1,0.333333333333333,0.636363636363636,0.0964944472519758,0.251611095544971,0.5,0.484595574208318,"Edible"
0.417902542372881,1,0.333333333333333,0.636363636363636,0.128437250627317,0.273185766321098,0.916666666666667,0.484595574208318,"Edible"
0.387182203389831,1,0.333333333333333,0.909090909090909,0.102497883086463,0.240123283833006,0.916666666666667,1,"Edible"
0.38135593220339,0.333333333333333,1,0.454545454545455,0.0350555274802434,0.30596805827963,0.916666666666667,0.515404425791683,"Poisonous"
0.324682203389831,1,0,0.909090909090909,0.127399675925682,0.329504062762679,0.916666666666667,0.484595574208318,"Poisonous"
0.521716101694915,0.833333333333333,0.833333333333333,0.818181818181818,0.0952348601750239,0.519193051274867,0.833333333333333,0.515404425791683,"Edible"
0.00582627118644068,1,0,1,0.298821514070634,0.00252171476604091,1,0.484595574208318,"Poisonous"
0.295021186440678,1,0,0.454545454545455,0.0363151145571953,0.132810311011488,0.916666666666667,0.484595574208318,"Edible"
